169,073
139,68
279,129
138,188
134,476
138,841
177,073
144,546
135,671
127,982
165,794
148,711
137,726
259,043
953,065
149,762
343,749
154,616
178,048
293,212
136,786
201,956
171,37
212,195
257,855
245,403
140,048
195,206
220,511
144,283
136,87
129,664
300,07
235,834
144,404
153,556
135,192
218,3
175,597
141,082
146,489
141,989
127,06
141,311
144,158
134,109
144,041
138,719
150,471
143,725
144,653
154,037
146,175
142,275
144,445
144,0
130,417
148,868
128,731
137,221
145,204
144,487
143,646
195,388
165,242
144,039
147,075
151,657
144,135
154,316
134,738
143,799
154,332
135,567
132,208
144,346
144,375
144,022
144,48
129,562
138,112
144,036
129,409
149,61
144,524
163,64
133,291
144,694
256,657
127,652
140,099
143,983
144,322
144,435
134,245
154,223
144,348
145,388
142,833
145,448
139,167
137,961
128,578
126,918
129,808
134,722
134,133
129,666
145,072
136,464
136,258
137,76
144,482
144,078
135,594
127,19
129,403
134,592
138,382
150,323
177,933
146,055
136,94
140,454
130,807
129,138
140,501
242,526
141,187
171,759
141,103
133,265
165,038
453,908
244,221
349,489
210,174
629,57
207,923
198,832
201,889
257,667
182,825
182,87
138,139
195,749
139,327
159,686
246,805
249,754
226,173
274,514
246,676
143,296
164,455
146,021
223,249
177,18
139,227
160,163
332,815
439,118
210,657
218,052
225,928
168,237
157,87
248,112
251,28
243,671
153,693
204,571
134,345
207,802
196,991
204,124
154,757
246,999
246,846
155,156
146,682
127,558
131,879
153,681
284,247
202,592
198,808
128,633
138,489
486,214
157,719
262,343
204,924
134,838
194,97
144,474
128,759
129,751
155,893
183,978
140,535
158,38
136,921
161,846
135,543
145,228
171,541
147,672
127,835
148,91
128,209
135,881
137,054
165,046
189,444
127,389
148,372
127,505
190,706
154,501
142,976
158,822
139,115
128,252
207,103
143,187
242,061
129,122
169,535
128,124
129,801
186,116
266,386
129,499
240,827
166,807
128,356
178,222
154,48
137,956
263,472
137,723
248,485
261,241
144,007
149,9
138,415
166,77
191,63
175,088
127,877
206,074
234,53
180,667
140,432
128,25
133,123
179,046
223,141
140,295
172,517
163,926
146,834
127,04
174,73
200,701
206,134
189,934
188,159
221,887
184,534
161,085
237,446
163,672
153,273
215,046
159,69
171,453
246,476
232,852
168,392
247,739
154,54
154,176
152,968
137,008
135,798
148,097
149,005
131,789
287,23
228,508
249,815
158,058
207,346
204,908
138,462
173,834
140,753
143,74
154,988
134,624
180,17
136,11
145,981
214,365
179,038
223,129
128,799
201,011
140,237
136,055
177,186
144,503
164,644
298,349
134,978
273,591
177,768
233,958
177,252
144,309
246,798
135,177
139,372
281,302
246,777
138,054
365,75
136,873
162,374
214,653
178,296
155,316
233,326
164,759
143,646
154,294
154,63
152,893
141,126
135,031
169,134
137,246
191,215
217,142
154,721
165,407
136,165
140,81
142,48
135,237
151,275
271,424
204,026
299,319
139,727
151,749
225,117
193,18
134,603
130,8
253,781
159,942
154,868
252,591
148,874
135,203
159,474
134,423
136,665
157,699
151,305
141,094
249,752
250,08
135,387
163,367
145,393
154,711
149,886
135,202
151,923
229,871
135,126
232,93
154,722
144,534
128,024
134,006
191,491
136,272
161,977
172,403
229,569
132,62
137,714
171,799
257,964
150,938
146,709
144,402
151,862
183,958
219,94
348,899
152,375
146,737
128,167
202,46
255,777
216,13
196,664
158,824
247,903
136,025
207,336
207,261
286,11
135,343
138,106
157,274
135,554
186,181
209,713
193,938
151,938
161,306
263,489
151,987
138,928
151,761
137,841
240,479
154,288
246,661
221,562
150,683
275,381
156,028
238,457
137,109
149,73
153,48
135,132
129,9
208,135
159,017
206,556
127,421
153,927
157,007
137,325
151,042
194,768
154,109
164,937
153,192
153,032
137,897
143,211
137,827
219,917
130,781
258,37
148,296
181,148
136,968
130,625
153,38
148,517
195,455
128,825
272,267
153,548
145,123
154,849
142,304
244,515
130,051
203,122
264,989
208,061
137,719
171,055
204,462
201,747
137,17
156,707
141,853
135,195
268,152
144,985
358,138
246,504
130,581
567,824
154,211
176,282
148,674
160,22
215,406
246,599
194,712
172,857
136,372
138,108
213,888
249,525
210,341
221,29
250,39
248,662
307,553
275,058
266,99
266,939
361,521
242,357
289,71
288,515
174,746
247,923
304,583
240,33
280,623
263,744
236,301
317,765
269,187
163,421
261,658
333,889
317,221
349,181
254,568
256,478
202,881
163,431
133,739
192,265
189,187
379,554
181,511
246,819
451,377
144,249
257,083
144,044
256,961
246,493
144,118
154,284
246,779
154,607
249,301
128,92
167,074
128,498
152,556
177,306
139,011
154,468
410,441
185,608
139,203
466,631
149,932
539,761
184,284
155,526
137,539
172,835
138,326
129,459
128,499
251,987
183,676
402,712
175,046
129,884
129,367
133,394
137,728
129,47
137,636
174,618
304,418
181,879
260,22
150,527
249,786
232,388
803,33
136,177
133,712
132,954
180,38
147,551
131,734
128,38
129,699
145,753
210,228
947,386
389,168
127,921
401,743
131,087
137,078
141,964
129,042
129,173
128,617
129,552
331,914
127,668
136,405
170,616
199,241
129,945
2641,18
135,732
128,902
266,468
137,768
349,186
343,923
8265,392
291,643
430,213
263,014
186,953
258,361
337,573
193,044
310,699
144,224
134,606
163,921
154,637
246,777
178,305
231,947
191,088
214,559
259,418
230,788
128,908
190,589
131,248
146,92
257,04
237,441
153,268
144,499
351,738
254,599
144,387
128,17
159,598
165,669
154,701
135,728
163,158
136,495
162,409
246,58
154,644
246,581
154,673
144,054
154,396
136,94
144,583
423,472
176,959
167,194
144,389
132,508
166,418
257,001
218,796
134,959
226,133
130,374
224,921
129,171
181,249
246,787
128,236
272,936
153,453
128,032
171,605
144,212
154,719
144,437
201,373
133,761
129,238
236,276
149,701
159,487
144,141
134,852
154,99
163,318
139,824
158,744
164,261
236,938
218,523
183,826
208,896
180,992
256,749
144,541
223,569
138,075
194,18
185,212
158,218
304,553
144,496
175,784
130,324
217,207
178,173
134,665
163,384
257,094
144,302
154,317
144,354
129,185
130,335
296,355
135,988
175,013
234,052
154,56
285,761
217,685
146,755
244,15
155,557
245,401
154,225
144,013
154,29
246,437
165,674
135,833
156,074
149,511
246,362
154,829
137,09
253,728
256,642
144,416
155,917
142,548
136,433
171,165
226,456
165,492
154,07
144,462
259,611
134,499
150,422
155,283
257,023
128,08
139,235
147,762
165,037
264,683
154,537
246,479
155,885
143,169
246,774
156,12
142,833
267,252
135,262
255,935
246,849
246,796
134,322
164,656
154,436
154,62
247,702
134,961
265,564
246,79
154,603
144,369
137,266
200,556
218,141
144,546
154,646
177,064
224,025
246,764
144,172
137,909
137,663
177,666
136,192
469,795
200,709
135,272
793,043
164,893
154,653
144,005
154,317
144,461
135,168
227,964
284,841
156,194
130,803
268,861
451,636
144,241
154,476
1221,913
153,696
173,465
154,447
248,971
139,59
156,836
154,592
349,137
159,68
242,487
246,069
247,712
188,055
319,614
147,033
249,343
382,95
212,822
154,631
160,444
241,374
199,23
191,296
257,057
211,562
281,724
235,67
268,303
246,472
154,647
144,392
263,599
137,519
252,274
251,292
154,208
146,366
152,412
159,539
231,757
157,378
151,901
144,411
165,113
236,191
154,583
144,473
154,579
242,432
158,629
246,958
135,56
137,194
169,918
155,662
154,745
142,348
154,628
246,5
130,408
168,292
246,769
154,744
156,805
135,479
142,21
130,863
186,577
145,483
153,229
144,061
154,535
139,216
203,98
270,115
189,346
246,918
138,439
149,012
134,268
129,993
200,602
135,541
137,036
170,586
154,256
323,047
135,357
133,484
179,2
278,077
144,258
256,963
246,584
427,969
178,19
246,848
175,524
225,289
396,749
399,733
148,958
135,761
140,789
167,457
128,604
129,852
204,077
144,181
189,194
212,258
248,642
255,055
161,879
228,317
155,274
154,652
144,49
137,769
263,806
154,312
144,319
183,19
141,167
137,805
161,046
130,215
143,523
209,913
131,596
131,244
155,975
339,182
212,272
270,235
145,556
256,07
156,754
138,533
157,821
143,907
132,606
181,755
215,192
182,948
141,886
154,201
145,835
148,714
154,61
133,204
169,834
144,76
131,121
167,136
207,192
204,517
126,765
263,464
144,201
152,091
153,155
151,436
191,974
204,703
248,361
